SQL CPU,Web Worker CPU,SQL Memory,Web Worker Memory,# SQL Containers,# Web Worker Containers,Delta Requests,# Requests,Iteration,Minutes,Seconds
0.04944180000000001,0.18434416151309008,19.861066084422763,8.14181258568633,1,4,0,334,0,0.0,0.0
1.074793071867526,17.76276762083142,19.84820984670564,10.03885444949553,1,2,264,598,1,0.0,20.15398073196411
0.3451253987662164,11.885620949222327,19.845689573461588,10.980581625676836,1,1,-198,400,2,0.0,30.3448224067688
0.3601841055423991,12.06339499044982,19.845642205635958,10.980663974231057,1,1,4,404,3,0.0,30.42061948776245
0.3601841055423991,12.06339499044982,19.845642205635958,10.980663974231057,1,1,0,404,4,0.0,40.47877621650696
1.664676953661456,27.40813379419199,19.919788289055205,9.985983596745674,1,1,8,412,5,0.0,54.617658615112305
2.1871379519896164,35.345400538694975,19.918812585738188,10.394775421684859,1,1,137,549,6,1.0,4.660945653915405
1.6265411143674298,26.828771258096886,19.919859508275426,9.956144777407047,1,1,-147,402,7,1.0,14.701438665390015
1.6303546982968324,26.886707511706398,19.919852386353405,9.95912865934091,1,1,1,403,8,1.0,24.755979776382446
1.5578966036381825,25.78591869312569,19.919987702871822,9.90243490259752,1,1,-19,384,9,1.0,34.76984667778015
2.1089445715558113,39.295535907923565,22.263166390659794,14.289418057797237,1,1,17,401,10,1.0,48.31954503059387
2.9497456556004913,49.83843191016239,22.265784714180473,13.704951718600771,1,2,221,622,11,2.0,8.524397611618042
2.093646795914717,33.86636297177313,22.267694750520075,13.07651281509327,1,2,-216,406,12,2.0,8.587229490280151
2.529623067050991,42.00028696817507,22.266722046828612,13.396551145583201,1,2,110,516,13,2.0,18.663779735565186
2.549440170284458,42.37001078619334,22.266677833024453,13.411098342423653,1,2,5,521,14,2.0,28.711179733276367
13.2890423197411,25.185356953142367,21.973885373171274,9.169545275288929,1,2,-25,496,15,2.0,44.050689935684204
14.000246465581943,44.94292311207905,21.96844418933917,9.824662416274625,1,3,282,778,16,3.0,4.263407945632935
12.975771214428121,25.71359964089287,21.96920794733245,10.2822856996955,1,1,-360,418,17,3.0,14.426870584487915
13.174737734692055,35.85650406423646,21.964148642496983,11.166214482391634,1,1,102,520,18,3.0,14.438838243484497
13.182540343329856,36.25426502201464,21.963950238385788,11.200878356222855,1,1,4,524,19,3.0,24.501272439956665
1.9192840669371523,24.917550880142542,15.02533065337254,9.917895868077427,1,1,-26,498,20,3.0,38.70871329307556
2.9169678891950763,45.89500491428368,15.015669457405176,9.486163378781542,1,2,318,816,21,3.0,58.9199161529541
1.740469629933239,19.50455079976706,15.029029756432648,9.776239628009066,1,1,-379,437,22,4.0,9.101497888565063
2.279844325158157,35.832288747129155,15.017871806218555,10.203530581657894,1,1,184,621,23,4.0,9.20322561264038
2.3032953988635883,36.542190397014465,15.017386677948377,10.222108449207843,1,1,8,629,24,4.0,19.279964208602905
1.0696052525041253,45.60222951198683,22.15106989265213,9.001531824811343,1,1,-13,616,25,4.0,33.40121126174927
1.8580891148433447,50.91092935439288,22.15594545021696,7.198143386399279,1,3,232,848,26,4.0,53.62021350860596
0.9925011757992518,25.83595434070688,22.181598445514766,6.349498347654745,1,3,-373,475,27,4.0,53.73690176010132
1.2825775628783713,34.239096101325515,22.173001597224616,6.633896819083878,1,3,125,600,28,5.0,3.8511385917663574
1.3104248960379667,35.04579771034491,22.172176299788763,6.661199072341075,1,3,12,612,29,5.0,13.896821022033691
2.1681528113473294,25.43315532109958,20.73183322673744,6.5746099291779085,1,3,8,620,30,5.0,30.122236490249634
3.64535556396247,48.98652763517976,20.70184887612391,6.619353260102234,1,3,454,1074,31,5.0,40.227787733078
2.4414678580866944,29.79104799595142,20.726285461425686,6.582888430934832,1,3,-370,704,32,5.0,50.260584592819214
2.571617880343535,31.866234983976106,20.723643668420088,6.586830574628606,1,3,40,744,33,6.0,0.35712456703186035
2.4740053636509045,30.30984474295759,20.725625013174287,6.583873966858276,1,3,-30,714,34,6.0,10.401106834411621
3.1161579052708976,25.436024653247383,19.242944497523204,3.779739955697219,1,3,14,728,35,6.0,26.962066650390625
4.2040103711196135,48.980334951629985,19.22188832986516,3.8529639953327393,1,3,451,1179,36,6.0,36.98810887336731
3.1233941744450577,25.592638690708913,19.242804434323705,3.780227033566191,1,3,-448,731,37,6.0,47.08476662635803
3.1475150716922577,26.11468548224733,19.24233755699204,3.781850626462766,1,3,10,741,38,6.0,57.12035393714905
3.133042533343938,25.801457407324282,19.24261768339104,3.780876470724821,1,3,-6,735,39,7.0,7.2114856243133545
4.04360619579187,22.88657484747356,18.727863863864133,8.497478778356237,1,2,-27,708,40,7.0,33.95628762245178
4.678918908370939,49.03789169236981,18.709446886836112,7.462696616544999,1,3,493,1201,41,7.0,44.205862522125244
3.674709848207004,19.943305744386066,18.725524397527895,9.446912407605508,1,1,-615,586,42,7.0,54.48393106460571
3.763754671008301,27.70017345323859,18.718586933977576,9.418386213433854,1,1,124,710,43,7.0,54.571696758270264
3.7666270846470526,27.950394992233832,18.718363144830793,9.417466013621866,1,1,4,714,44,8.0,4.636979818344116
3.5733188790828136,46.80405477210138,19.19347815915871,9.298427694278734,1,1,-19,695,45,8.0,18.45308828353882
4.396851941502473,51.36281136761708,19.194990171502596,7.012903958853011,1,3,282,977,46,8.0,38.69892382621765
3.7839081467355933,42.553722936744464,19.224938738703905,9.029777307531894,1,3,-441,536,47,8.0,38.76275277137756
