SQL CPU,Web Worker CPU,SQL Memory,Web Worker Memory,Minutes,Seconds
2.5645104166666663,10.53937533142258,19.869659129524532,6.27873299455904,0.0,9.393122673034668
2.6721274193548386,18.345489197088465,19.870049722483703,8.166419942114123,0.0,16.755597591400146
2.005412234042553,21.583157386018236,19.86575319993282,8.17042351994563,0.0,24.126333236694336
1.7381651648351648,33.579527608695656,19.86614379289199,9.978868920908832,0.0,30.44059467315674
1.7977541758241757,30.507011052631576,19.86653438585116,9.973791212439604,0.0,36.73910427093506
1.8365194680851065,29.18048319587629,19.86692497881033,9.978283031470074,0.0,43.053730964660645
1.8493702173913045,29.721497282608695,19.86848735064702,9.990782006163556,0.0,49.34723138809204
2.174670967741936,25.823849239130436,19.87473683799376,9.992344378000242,0.0,55.66459512710571
1.5495376404494383,30.97770563829787,19.86926853656536,9.998593865346983,1.0,1.9614505767822266
2.3454265263157894,31.56168173913044,19.870049722483703,9.994297342796099,1.0,8.286622524261475
2.0905047252747253,26.94263406593407,19.876299209830446,9.996250307591955,1.0,14.611666917800903
1.658316914893617,32.602877,19.871612094320387,9.996250307591955,1.0,20.942954540252686
1.954251195652174,35.61890595505618,19.877861581667126,9.998203272387812,1.0,27.268207788467407
2.2720534782608697,27.35214260416667,19.8782521746263,9.999960940704083,1.0,33.58392405509949
2.1801153260869564,34.30766736263736,19.8782521746263,9.999960940704083,1.0,39.90334630012512
1.3212005376344087,31.65731684782609,19.879423953503814,10.006210428050824,1.0,46.22930836677551
2.1274446739130437,36.90851934065934,19.88059573238133,10.00191390549994,1.0,52.53782415390015
2.1398927173913043,38.137873956043954,19.87512743095293,10.003866870295797,1.0,58.842071533203125
3.191771318681319,10.472153736263737,19.88176751125884,10.010116357642538,2.0,5.1417670249938965
2.915981170212766,16.869913548387096,19.877080395748788,10.006015131571239,2.0,11.443155527114868
2.959858494623656,31.197346808744506,19.883329883095527,7.300865944590482,2.0,19.858428716659546
3.399744946236559,26.26801691252955,19.888798184523925,7.332699270762946,2.0,28.273319959640503
2.9615362637362637,27.413026181929183,19.883720476054698,7.358868999027423,2.0,35.63905310630798
2.7360477894736843,22.184887535655832,19.885478144370968,7.395780033669112,2.0,43.00135588645935
2.9196967391304347,22.04793119796485,19.886259330289313,7.402029521015854,2.0,50.36654615402222
0.17614061224489796,19.132960940161365,19.886649923248484,7.411989641474723,2.0,57.69557189941406
2.9741705494505495,15.297196632653062,19.887431109166826,7.412087289714516,3.0,5.050494909286499
2.2934373404255317,41.776809239130436,19.893680596513565,10.01265521187715,3.0,11.355660915374756
3.0844643157894738,37.495330224719105,19.895242968350253,10.014998769632179,3.0,17.678102254867554
2.5150354255319147,31.320242150537638,19.896024154268595,10.014998769632179,3.0,23.990574836730957
2.1049073404255316,34.10420021739131,19.896414747227766,10.017342327387206,3.0,30.303855180740356
2.6393806451612902,37.28403460674157,19.897977119064453,10.017342327387206,3.0,36.60110783576965
2.6729078260869565,43.00587591397849,19.897977119064453,10.01988118162182,3.0,42.92419719696045
3.0043254347826087,46.78773677777778,19.893290003554394,10.02261533233602,3.0,49.22861456871033
2.5899085106382977,9.278644639175258,19.893680596513565,10.02261533233602,3.0,55.536330461502075
2.8250973626373623,24.94662446808511,19.895633561309424,10.02437300065229,4.0,1.8446481227874756
2.449199894736842,44.46038652631579,19.902273641615338,10.02437300065229,4.0,8.161767482757568
2.9449679347826088,38.59662308510639,19.897391229625693,10.026521261927734,4.0,14.466525316238403
3.1061563829787233,42.13123505376344,19.904031309931607,10.029646005601103,4.0,20.773326635360718
2.2401016129032256,38.88850978494624,19.89993008386031,10.029646005601103,4.0,27.080562829971313
2.620067708333333,45.28794819148936,19.90617957120705,10.032575452794887,4.0,33.40121126174927
3.3769622826086954,35.28736234042553,19.908132536002906,10.038824940141629,4.0,39.701271057128906
1.1549135555555554,38.28626494623656,19.90266423457451,10.035504899988673,4.0,45.9973578453064
3.3163374736842104,17.64345934065934,19.908913721921248,10.037653161264116,4.0,52.29874873161316
3.282037956989247,25.70037327604213,19.910476093757936,6.8126572950396,5.0,1.7539939880371094
4.086441505376344,24.89672743710112,19.906570164166222,6.743782736572391,5.0,11.195215225219727
3.3315413043478257,18.039321771464614,19.913991430390475,6.782451439530351,5.0,20.649773359298706
4.028290108695652,22.97285982890021,19.909694907839594,6.809272156060115,5.0,30.12622570991516
4.323692258064516,20.61842402495974,19.911843169115034,6.837590145600036,5.0,39.58150291442871
4.239257173913043,20.75526139171034,19.918092656461774,6.8539950498852305,5.0,49.061707496643066
5.086416,23.696491098901102,19.915358505747573,6.861546513762543,5.0,58.53569459915161
3.6092226086956525,23.314306132236187,19.921998586053487,6.8616767114156,6.0,8.011041164398193
4.582288586956522,22.717430399610134,19.923170364931,6.864150466823685,6.0,17.48299217224121
3.3458165263157897,23.980300060915635,19.92551392268603,6.865843036313426,6.0,26.955085277557373
4.398284680851064,32.59269998734529,19.927466887481888,7.1944619126295635,6.0,36.433459997177124
4.490193888888889,19.33339316954297,19.929029259318572,7.040047496103835,6.0,45.88672947883606
4.706853854166667,21.666077625303284,19.9313728170736,7.041414571460934,6.0,55.35296010971069
