1.443569677419355,0.06833838383838384,11.578000263932196,0.19833498917748915,11.809773417024385,11.803719226157229,5.178188507973955,5.808507895836669,1,4,0,0,0.0,0.0
3.085816413043478,2.2433259630673827,10.009436250424447,16.144033810227157,11.817585276207812,16.817445849965928,5.245761089910593,4.972032521369896,3,6,262,1,0.0,17.92236089706421
1.3238992553191489,3.1516335755660734,10.14745555969495,19.716692042232594,11.818366462126153,21.830368715221805,5.276032044246371,4.129412068236167,5,8,66,2,0.0,17.903727293014526
1.383042087912088,1.5975009067024577,8.936908738143138,9.001039771336444,11.81992883396284,12.27599710064668,5.296977591681934,5.19681089562787,7,10,188,3,0.0,17.99315071105957
1.6138212765957445,1.7698502921062367,8.824869898000935,8.334826792839618,11.822272391717867,13.078843273323548,5.311966596490132,5.07956591057211,9,12,165,4,0.0,18.025460481643677
1.3576484848484849,1.930158383755285,5.3282388276478185,7.507524379642881,11.824615949472895,13.94371081540778,5.320950234551071,4.951521421078798,11,14,160,5,0.0,18.10868501663208
1.7222582558139534,1.6580275801678628,4.97155953026691,3.3805510527263234,10.762398397006494,10.009313207035904,5.227500869069335,6.298746261594008,13,16,77,6,0.0,18.037761211395264
1.2041313402061855,1.8479419129898238,5.55166269484012,1.7994928347230776,10.65732889098941,10.277119476536889,4.9615070638736665,6.121716808921112,15,18,87,7,0.0,18.227583408355713
1.3049347916666667,1.8956981125246686,3.833230536000917,-1.0232060877882305,6.845532202436519,11.675170705922763,4.674958304201609,6.109608664333081,17,19,-9,8,0.0,18.254194021224976
1.511562365591398,-1.8735448599585613,3.6355904325558104,7.291482399753619,4.448463212002141,0.2139909832860658,4.0231563035844715,4.526980840056369,17,20,130,9,0.0,18.308600425720215
1.6827323404255319,-1.8777730756730573,4.796608382211733,9.726471662108228,3.8344510801848286,-0.24622589265171868,3.8528089492658806,4.69724554618225,15,20,22,10,0.0,19.34438180923462
1.5984124731182798,-1.6533892250605775,3.825849140532686,15.935322857488021,3.799493010338996,-3.1055711636995134,3.827810999878916,4.7343526905297,13,20,187,11,0.0,19.349597215652466
1.350899595959596,-345.4490059961797,4.269678842477923,98.15912086477587,3.8020318645736095,-437.9432577688,3.8251256732846137,-828.1814726057587,11,20,-1,12,0.0,19.243741750717163
1.6046817894736842,-345.60964988528036,4.901269213885778,99.0058910541138,3.805547201206151,-437.7879617179042,3.9086149183074825,-828.0745368213392,9,20,-16,13,0.0,19.420283555984497
1.9468804347826087,-345.74491759124703,1.8808126548348458,100.24084086851926,3.9293651692634586,-437.86725553910594,3.919356224684694,-827.9776075715786,7,20,0,14,0.0,19.23566460609436
1.4893882978723405,-4.451777934321403,4.162716616220534,9.003148315777187,3.9317087270184867,10.650741109917117,3.958122575882447,8.478244642905459,5,20,12,15,0.0,19.468589067459106
1.069987741935484,-4.711008443944849,4.855865822775547,10.26268703334573,3.935809953089785,10.786196906144326,3.9634932290710525,8.5645197757953,3,20,-9,16,0.0,19.33704423904419
