0.07867969696969697,0.18107863636363636,22.8510551868792,6.719565973103769,1,4,0,0,0.0,0.0,False
2.5144733187125605,16.862715765106273,22.852209730111877,7.699621939518229,1,2,325,1,0.0,10.151031255722046,True
2.4496832858017603,13.682550762721084,22.852144035654423,8.17333128449314,1,1,-92,2,0.0,20.359264612197876,True
2.6818909110410147,43.621647265771685,22.84565437986371,7.963608379705547,1,2,121,3,0.0,33.770638942718506,True
2.4151341154681605,43.83422187905266,22.845432513982832,6.650831199593403,1,4,129,4,0.0,44.08450102806091,True
1.2942938992835982,21.599005305195977,22.844387807414602,6.614989787704441,1,2,-317,5,0.0,54.304834842681885,True
7.693944781238414,38.62296527618735,27.577313037035132,3.1025109945874325,1,2,417,6,1.0,9.389006853103638,False
9.047928544134928,43.09338428610372,27.58639482958876,1.2989927403724897,1,2,419,7,1.0,19.413796424865723,False
7.693944781238413,38.62296527618735,27.577313037035132,3.1025109945874325,1,2,-419,8,1.0,29.497370958328247,False
5.988824649480153,35.04904575201327,21.646069601443955,7.270859329802559,1,2,-3,9,1.0,45.163254261016846,False
7.610976645592829,40.41666810582934,21.656959702595366,5.110802098131827,1,2,500,10,1.0,55.23754405975342,False
6.005046169441281,35.10272197555143,21.64617850245547,7.249258757485852,1,2,-495,11,2.0,5.2987213134765625,False
5.161776916445115,32.9013092158579,23.50232089364289,7.390440985743242,1,2,-10,12,2.0,20.99293804168701,False
6.7163868282667005,38.19492341551282,23.513000038129803,5.270850589502144,1,2,494,13,2.0,31.095073223114014,False
5.215275638106991,33.08347812556263,23.502688394566526,7.31749961583211,1,2,-477,14,2.0,41.21919107437134,False
4.036860444588152,31.86544692383295,22.850456609456813,6.826747352251373,1,2,1,15,2.0,56.77392911911011,False
5.5895679846558215,37.146325673071715,22.861146224442525,4.70719699987547,1,2,494,16,3.0,6.8890252113342285,False
4.084007434671179,32.02579749314182,22.850781192907796,6.762388535883684,1,2,-479,17,3.0,17.001261711120605,False
2.679484974082155,38.27410584915884,22.93742293379009,7.442371908312303,1,2,-11,18,3.0,31.501516342163086,False
3.721370236680305,41.53347688296744,22.94454059135313,6.019048938257672,1,2,332,19,3.0,41.613547801971436,False
2.679484974082155,38.27410584915884,22.93742293379009,7.442371908312303,1,2,-332,20,3.0,51.73692059516907,False
8.115436533594023,36.01445666614754,25.956200524109754,5.704240722138215,1,2,-1,21,4.0,7.247552156448364,False
9.596592467250838,40.6662816041025,25.96628589090329,3.680722959468763,1,2,472,22,4.0,17.32575225830078,False
8.140540871452615,36.09330115662135,25.956371462529983,5.669943810906529,1,2,-464,23,4.0,27.421789169311523,False
4.837293252591049,30.70620514115813,22.023479968566015,7.805075287024895,1,2,-9,24,4.0,43.0323371887207,False
6.3363966666324325,35.56503027915908,22.03377408759813,5.767395883322499,1,2,475,25,4.0,53.09657573699951,False
4.780485123216849,30.522081241191774,22.023089875634273,7.882292611796775,1,2,-493,26,5.0,3.169746160507202,False
4.046169671274278,28.107992030806646,23.767835575134786,7.846105268699775,1,2,22,27,5.0,18.812058210372925,False
5.5789243398536,32.680556809473444,23.778254492550705,5.814047567865527,1,2,476,28,5.0,28.870314836502075,False
3.9785481417781314,27.906261231747816,23.767375917013496,7.935754873148345,1,2,-497,29,5.0,38.97945713996887,False
2.475594328981543,32.02673535413009,22.509994686267433,4.913793637971001,1,2,23,30,5.0,54.57679772377014,False
